Id,Label,timeset,entitytype,interval,eigencentrality,clustering,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Authority,Hub,dynamic_clustering,dynamic_indegree,dynamic_outdegree,dynamic_degree
143 Engineers,143 Engineers,"<[1946-05-12, 1946-05-19]>",ORGANIZATION,"<[1946-05-12, 1946-05-19]>",0,0,54,18,0.114425,0.151184,0,0,1,1,0,1,1,0,0.0009,"<[1946-05-05, 1946-05-12, 0.0]; [1946-05-12, 1946-05-19, 0.021739130434782608]; [1946-05-19, 1946-05-26, 0.015810276679841896]>","<[1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]>","<[1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]>","<[1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]>"
14Th Air Force,14Th Air Force,"<[1946-06-02, 1946-06-09]>",ORGANIZATION,"<[1946-06-02, 1946-06-09]>",0.002339,0.5,54,0,0,0,0,2,0,2,2,0,2,0.000078,0,"<[1946-05-26, 1946-06-02, 0.023076923076923078]; [1946-06-02, 1946-06-09, 0.01839080459770115]; [1946-06-09, 1946-06-16, 0.01893939393939394]>","<[1946-05-26, 1946-06-02, 2]; [1946-06-02, 1946-06-09, 2]; [1946-06-09, 1946-06-16, 2]>","<[1946-05-26, 1946-06-02, 0]; [1946-06-02, 1946-06-09, 0]; [1946-06-09, 1946-06-16, 0]>","<[1946-05-26, 1946-06-02, 2]; [1946-06-02, 1946-06-09, 2]; [1946-06-09, 1946-06-16, 2]>"
14Th Company,14Th Company,"<[1946-02-20, 1946-03-31]>",ORGANIZATION,"<[1946-02-20, 1946-03-31]>",0.001088,0,136,1,1,1,1,1,1,2,1,1,2,0.000095,0,"<[1946-02-17, 1946-02-24, 0.006613756613756613]; [1946-02-24, 1946-03-03, 0.007692307692307693]; [1946-03-03, 1946-03-10, 0.007692307692307693]; [1946-03-10, 1946-03-17, 0.007692307692307693]; [1946-03-17, 1946-03-24, 0.007692307692307693]; [1946-03-24, 1946-03-31, 0.001075268817204301]; [1946-03-31, 1946-04-07, 0.001075268817204301]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>"
14Th Division Railway Engineers,14Th Division Railway Engineers,"<[1946-02-20, 1946-03-31]>",ORGANIZATION,"<[1946-02-20, 1946-03-31]>",0.001251,0,136,0,0,0,0,1,0,1,1,0,1,0,0,"<[1946-02-17, 1946-02-24, 0.0014245014245014246]; [1946-02-24, 1946-03-03, 0.0018115942028985507]; [1946-03-03, 1946-03-10, 0.0018115942028985507]; [1946-03-10, 1946-03-17, 0.0018115942028985507]; [1946-03-17, 1946-03-24, 0.0018115942028985507]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
153Rd Haa Bt. Ra.,153Rd Haa Bt. Ra.,"<[1946-04-14, 1946-05-05]>",ORGANIZATION,"<[1946-04-14, 1946-05-05]>",0.002339,0.5,93,0,0,0,0,2,0,2,2,0,2,0,0,"<[1946-04-07, 1946-04-14, 0.0021645021645021645]; [1946-04-14, 1946-04-21, 0.0021645021645021645]; [1946-04-21, 1946-04-28, 0.0]; [1946-04-28, 1946-05-05, 0.017195767195767195]; [1946-05-05, 1946-05-12, 0.02857142857142857]>","<[1946-04-07, 1946-04-14, 2]; [1946-04-14, 1946-04-21, 2]; [1946-04-21, 1946-04-28, 2]; [1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 2]; [1946-04-14, 1946-04-21, 2]; [1946-04-21, 1946-04-28, 2]; [1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]>"
155/51St Haa Reg. Ra,155/51St Haa Reg. Ra,"<[1946-03-31, 1946-04-14]>",ORGANIZATION,"<[1946-03-31, 1946-04-14]>",0.003265,0,101,0,0,0,0,3,0,3,3,0,3,0,0,"<[1946-03-24, 1946-03-31, 0.014492753623188406]; [1946-03-31, 1946-04-07, 0.014492753623188406]; [1946-04-07, 1946-04-14, 0.004329004329004329]; [1946-04-14, 1946-04-21, 0.004329004329004329]>","<[1946-03-24, 1946-03-31, 3]; [1946-03-31, 1946-04-07, 3]; [1946-04-07, 1946-04-14, 3]; [1946-04-14, 1946-04-21, 3]>","<[1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]>","<[1946-03-24, 1946-03-31, 3]; [1946-03-31, 1946-04-07, 3]; [1946-04-07, 1946-04-14, 3]; [1946-04-14, 1946-04-21, 3]>"
1585 05 Ord.,1585 05 Ord.,"<[1946-05-12, 1946-05-19]>",ORGANIZATION,"<[1946-05-12, 1946-05-19]>",0,0,54,18,0.114425,0.151596,0,0,1,1,0,1,1,0,0.000875,"<[1946-05-05, 1946-05-12, 0.034210526315789476]; [1946-05-12, 1946-05-19, 0.011857707509881422]; [1946-05-19, 1946-05-26, 0.017316017316017316]>","<[1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]>","<[1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]>","<[1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]>"
1585 Eagles,1585 Eagles,"<[1946-06-09, 1946-06-16]; [1946-06-16, 1946-06-23]>",SPORTS_TEAM,"<[1946-06-09, 1946-06-16]; [1946-06-16, 1946-06-23]>",0.004836,0.066667,54,18,0.115252,0.154638,538.183333,4,2,6,4,3,7,0.000092,0.000977,"<[1946-06-02, 1946-06-09, 0.015873015873015872]; [1946-06-09, 1946-06-16, 0.0010080645161290322]; [1946-06-16, 1946-06-23, 0.001422475106685633]; [1946-06-23, 1946-06-30, 0.0]>","<[1946-06-02, 1946-06-09, 2]; [1946-06-09, 1946-06-16, 4]; [1946-06-16, 1946-06-23, 4]; [1946-06-23, 1946-06-30, 2]>","<[1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 2]; [1946-06-16, 1946-06-23, 2]; [1946-06-23, 1946-06-30, 1]>","<[1946-06-02, 1946-06-09, 3]; [1946-06-09, 1946-06-16, 6]; [1946-06-16, 1946-06-23, 6]; [1946-06-23, 1946-06-30, 3]>"
1585 Ordanance,1585 Ordanance,"<[1946-04-14, 1946-05-05]>",SPORTS_TEAM,"<[1946-04-14, 1946-05-05]>",0,0,51,14,0.140209,0.165559,0,0,1,1,0,1,1,0,0.000109,"<[1946-04-07, 1946-04-14, 0.0032679738562091504]; [1946-04-14, 1946-04-21, 0.0032679738562091504]; [1946-04-21, 1946-04-28, 0.003676470588235294]; [1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.018421052631578946]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>"
1585Th Manfredonians,1585Th Manfredonians,"<[1946-04-14, 1946-05-05]>",SPORTS_TEAM,"<[1946-04-14, 1946-05-05]>",0.004992,0,51,0,0,0,0,1,0,1,1,0,1,0.000245,0,"<[1946-04-07, 1946-04-14, 0.0032679738562091504]; [1946-04-14, 1946-04-21, 0.0032679738562091504]; [1946-04-21, 1946-04-28, 0.003676470588235294]; [1946-04-28, 1946-05-05, 0.02857142857142857]; [1946-05-05, 1946-05-12, 0.008771929824561403]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>"
1585Th Ordnance,1585Th Ordnance,"<[1945-12-23, 1945-12-30]; [1946-02-20, 1946-03-31]; [1946-03-31, 1946-04-14]>",ORGANIZATION,"<[1945-12-23, 1945-12-30]; [1946-02-20, 1946-03-31]; [1946-03-31, 1946-04-14]>",0.001088,0.083333,90,10,0.216266,0.249191,248.016667,1,3,4,1,3,4,0.000015,0.047666,"<[1945-12-16, 1945-12-23, 0.01383399209486166]; [1945-12-23, 1945-12-30, 0.014492753623188406]; [1945-12-30, 1946-01-06, 0.011396011396011397]; [1946-02-17, 1946-02-24, 0.002849002849002849]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0032679738562091504]; [1946-03-31, 1946-04-07, 0.0032679738562091504]; [1946-04-07, 1946-04-14, 0.007352941176470588]; [1946-04-14, 1946-04-21, 0.007352941176470588]>","<[1945-12-16, 1945-12-23, 0]; [1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]; [1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 3]; [1946-03-31, 1946-04-07, 3]; [1946-04-07, 1946-04-14, 2]; [1946-04-14, 1946-04-21, 2]>"
15Th Air Force,15Th Air Force,"<[1946-02-20, 1946-03-31]; [1946-05-05, 1946-05-12]>",ORGANIZATION,"<[1946-02-20, 1946-03-31]; [1946-05-05, 1946-05-12]>",0.005479,0,13,18,0.103939,0.134272,103.539286,1,1,2,1,1,2,0.002052,0.001679,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.011029411764705883]; [1946-03-03, 1946-03-10, 0.011029411764705883]; [1946-03-10, 1946-03-17, 0.011029411764705883]; [1946-03-17, 1946-03-24, 0.011029411764705883]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]; [1946-04-28, 1946-05-05, 0.0032679738562091504]; [1946-05-05, 1946-05-12, 0.0032679738562091504]; [1946-05-12, 1946-05-19, 0.02857142857142857]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]>"
16 May,16 May,"<[1946-05-05, 1946-05-12]; [1946-06-16, 1946-06-23]>",DATE,"<[1946-05-05, 1946-05-12]; [1946-06-16, 1946-06-23]>",0.002339,0,219,0,0,0,0,2,0,2,2,0,2,0.000044,0,"<[1946-04-28, 1946-05-05, 0.014705882352941176]; [1946-05-05, 1946-05-12, 0.0457516339869281]; [1946-05-12, 1946-05-19, 0.03684210526315789]; [1946-06-09, 1946-06-16, 0.019153225806451613]; [1946-06-16, 1946-06-23, 0.015151515151515152]; [1946-06-23, 1946-06-30, 0.012681159420289856]>","<[1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]>","<[1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]>","<[1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]>"
1776 Engineers,1776 Engineers,"<[1946-08-04, 1946-08-11]>",ORGANIZATION,"<[1946-08-04, 1946-08-11]>",0.002176,0,51,0,0,0,0,2,0,2,2,0,2,0,0,"<[1946-07-28, 1946-08-04, 0.008403361344537815]; [1946-08-04, 1946-08-11, 0.00853658536585366]; [1946-08-11, 1946-08-18, 0.015]>","<[1946-07-28, 1946-08-04, 2]; [1946-08-04, 1946-08-11, 2]; [1946-08-11, 1946-08-18, 2]>","<[1946-07-28, 1946-08-04, 0]; [1946-08-04, 1946-08-11, 0]; [1946-08-11, 1946-08-18, 0]>","<[1946-07-28, 1946-08-04, 2]; [1946-08-04, 1946-08-11, 2]; [1946-08-11, 1946-08-18, 2]>"
18 To 24-Month Category,18 To 24-Month Category,"<[1946-06-23, 1946-06-30]>",MISC,"<[1946-06-23, 1946-06-30]>",0.002106,0,92,0,0,0,0,1,0,1,1,0,1,0.002273,0,"<[1946-06-16, 1946-06-23, 0.011363636363636364]; [1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]>","<[1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]>","<[1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]; [1946-06-30, 1946-07-07, 0]>","<[1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]>"
18-Member Economic And Social Body,18-Member Economic And Social Body,"<[1946-02-20, 1946-03-31]>",ORGANIZATION,"<[1946-02-20, 1946-03-31]>",0,0,66,2,0.6,0.666667,0,0,1,1,0,1,1,0,0,"<[1946-02-17, 1946-02-24, 0.0029239766081871343]; [1946-02-24, 1946-03-03, 0.005494505494505495]; [1946-03-03, 1946-03-10, 0.005494505494505495]; [1946-03-10, 1946-03-17, 0.005494505494505495]; [1946-03-17, 1946-03-24, 0.005494505494505495]; [1946-03-24, 1946-03-31, 0.011029411764705883]; [1946-03-31, 1946-04-07, 0.011029411764705883]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
1898 Bulldozers,1898 Bulldozers,"<[1946-01-06, 1946-02-20]; [1946-05-26, 1946-06-02]; [1946-06-09, 1946-06-16]; [1946-06-16, 1946-06-23]; [1946-06-30, 1946-07-07]; [1946-07-07, 1946-07-14]; [1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]; [1946-08-04, 1946-08-11]; [1946-08-11, 1946-08-30]; [1946-08-30, 1946-09-06]>",SPORTS_TEAM,"<[1946-01-06, 1946-02-20]; [1946-05-26, 1946-06-02]; [1946-06-09, 1946-06-16]; [1946-06-16, 1946-06-23]; [1946-06-30, 1946-07-07]; [1946-07-07, 1946-07-14]; [1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]; [1946-08-04, 1946-08-11]; [1946-08-11, 1946-08-30]; [1946-08-30, 1946-09-06]>",0.084663,0.019252,92,12,0.234558,0.323158,43459.815278,50,25,75,74,32,106,0.020228,0.01252,"<[1945-12-30, 1946-01-06, 0.0]; [1946-01-06, 1946-01-13, 0.00404040404040404]; [1946-01-13, 1946-01-20, 0.005747126436781609]; [1946-01-20, 1946-01-27, 0.005747126436781609]; [1946-01-27, 1946-02-03, 0.005747126436781609]; [1946-02-03, 1946-02-10, 0.005747126436781609]; [1946-02-10, 1946-02-17, 0.005747126436781609]; [1946-02-17, 1946-02-24, 0.0]; [1946-05-19, 1946-05-26, 0.02813852813852814]; [1946-05-26, 1946-06-02, 0.021666666666666667]; [1946-06-02, 1946-06-09, 0.017094017094017096]; [1946-06-09, 1946-06-16, 0.007056451612903226]; [1946-06-16, 1946-06-23, 0.019704433497536946]; [1946-06-23, 1946-06-30, 0.009523809523809525]; [1946-06-30, 1946-07-07, 0.006535947712418301]; [1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.03333333333333333]; [1946-07-21, 1946-07-28, 0.032679738562091505]; [1946-07-28, 1946-08-04, 0.0032679738562091504]; [1946-08-04, 1946-08-11, 0.021538461538461538]; [1946-08-11, 1946-08-18, 0.0]; [1946-08-18, 1946-08-25, 0.0]; [1946-08-25, 1946-09-01, 0.01764705882352941]>","<[1945-12-30, 1946-01-06, 0]; [1946-01-06, 1946-01-13, 0]; [1946-01-13, 1946-01-20, 0]; [1946-01-20, 1946-01-27, 0]; [1946-01-27, 1946-02-03, 0]; [1946-02-03, 1946-02-10, 0]; [1946-02-10, 1946-02-17, 0]; [1946-02-17, 1946-02-24, 0]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 16]; [1946-06-09, 1946-06-16, 16]; [1946-06-16, 1946-06-23, 16]; [1946-06-23, 1946-06-30, 11]; [1946-06-30, 1946-07-07, 14]; [1946-07-07, 1946-07-14, 14]; [1946-07-14, 1946-07-21, 11]; [1946-07-21, 1946-07-28, 8]; [1946-07-28, 1946-08-04, 9]; [1946-08-04, 1946-08-11, 17]; [1946-08-11, 1946-08-18, 10]; [1946-08-18, 1946-08-25, 9]; [1946-08-25, 1946-09-01, 19]>","<[1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-01-13, 1946-01-20, 1]; [1946-01-20, 1946-01-27, 1]; [1946-01-27, 1946-02-03, 1]; [1946-02-03, 1946-02-10, 1]; [1946-02-10, 1946-02-17, 1]; [1946-02-17, 1946-02-24, 1]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 3]; [1946-06-09, 1946-06-16, 3]; [1946-06-16, 1946-06-23, 3]; [1946-06-23, 1946-06-30, 8]; [1946-06-30, 1946-07-07, 10]; [1946-07-07, 1946-07-14, 10]; [1946-07-14, 1946-07-21, 5]; [1946-07-21, 1946-07-28, 4]; [1946-07-28, 1946-08-04, 5]; [1946-08-04, 1946-08-11, 9]; [1946-08-11, 1946-08-18, 5]; [1946-08-18, 1946-08-25, 4]; [1946-08-25, 1946-09-01, 8]>","<[1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-01-13, 1946-01-20, 1]; [1946-01-20, 1946-01-27, 1]; [1946-01-27, 1946-02-03, 1]; [1946-02-03, 1946-02-10, 1]; [1946-02-10, 1946-02-17, 1]; [1946-02-17, 1946-02-24, 1]; [1946-05-19, 1946-05-26, 2]; [1946-05-26, 1946-06-02, 2]; [1946-06-02, 1946-06-09, 19]; [1946-06-09, 1946-06-16, 19]; [1946-06-16, 1946-06-23, 19]; [1946-06-23, 1946-06-30, 19]; [1946-06-30, 1946-07-07, 24]; [1946-07-07, 1946-07-14, 24]; [1946-07-14, 1946-07-21, 16]; [1946-07-21, 1946-07-28, 12]; [1946-07-28, 1946-08-04, 14]; [1946-08-04, 1946-08-11, 26]; [1946-08-11, 1946-08-18, 15]; [1946-08-18, 1946-08-25, 13]; [1946-08-25, 1946-09-01, 27]>"
1898 Dozers,1898 Dozers,"<[1946-05-12, 1946-05-19]; [1946-05-26, 1946-06-02]>",SPORTS_TEAM,"<[1946-05-12, 1946-05-19]; [1946-05-26, 1946-06-02]>",0.01786,0,92,0,0,0,0,3,0,3,3,0,3,0.005106,0,"<[1946-05-05, 1946-05-12, 0.016339869281045753]; [1946-05-12, 1946-05-19, 0.015789473684210527]; [1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.016666666666666666]; [1946-06-02, 1946-06-09, 0.010769230769230769]>","<[1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 3]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>","<[1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]; [1946-05-26, 1946-06-02, 0]; [1946-06-02, 1946-06-09, 0]>","<[1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 3]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>"
1898Th 'Dozers,1898Th 'Dozers,"<[1946-07-07, 1946-07-14]>",SPORTS_TEAM,"<[1946-07-07, 1946-07-14]>",0,0,90,19,0.098526,0.123164,0,0,1,1,0,1,1,0,0.000349,"<[1946-06-30, 1946-07-07, 0.013071895424836602]; [1946-07-07, 1946-07-14, 0.003676470588235294]; [1946-07-14, 1946-07-21, 0.029166666666666667]>","<[1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]>","<[1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]>","<[1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]>"
1898Th Engineer Aviation Battalion,1898Th Engineer Aviation Battalion,"<[1945-12-30, 1946-01-06]>",ORGANIZATION,"<[1945-12-30, 1946-01-06]>",0.001902,0,66,0,0,0,0,1,0,1,1,0,1,0.002131,0,"<[1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.013333333333333334]; [1946-01-06, 1946-01-13, 0.0]>","<[1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]>","<[1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]; [1946-01-06, 1946-01-13, 0]>","<[1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]>"
1898Th Engineering Aviation Battalion,1898Th Engineering Aviation Battalion,"<[1946-05-05, 1946-05-12]>",ORGANIZATION,"<[1946-05-05, 1946-05-12]>",0.003256,0.5,103,0,0,0,0,2,0,2,2,0,2,0.000078,0,"<[1946-04-28, 1946-05-05, 0.007352941176470588]; [1946-05-05, 1946-05-12, 0.05514705882352941]; [1946-05-12, 1946-05-19, 0.005263157894736842]>","<[1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]>","<[1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]>","<[1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]>"
